addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,building,building:levels,name,shop,website,wikidata,alt_name,branch,brand,brand:wikidata,opening_hours,phone,ref,source,addr:country,operator,payment:app:walmart,payment:apple_pay,payment:google_pay,payment:samsung_pay,ref:walmart,sensory_friendly:accommodation,sensory_friendly:conditional,toilets,addr:housename,designation,disused:shop,short_name,amenity,cuisine,drive_through,takeaway,membership,payment:cash,payment:debit_cards,payment:visa,building:levels:underground,roof:levels,addr:unit,wheelchair,contact:website,check_date,delivery,dispensing,healthcare,indoor_seating,outdoor_seating,note,check_date:opening_hours,leisure,sport,surface,landuse,building:use,fuel:diesel,fuel:gasoline,second_hand,service:vehicle:new_car_sales,service:vehicle:used_car_sales,healthcare:speciality,payment:credit_cards,official_name,addr:county,beauty,payment:american_express,payment:contactless,payment:discover_card,payment:mastercard,opening_hours:drive_through,tourism,clothes,drive_in,air_conditioning,check_date:currency:XBT,currency:XBT,payment:lightning,payment:onchain,roof:shape,building:units,layer,level,atm,brand:website,addr:full,check_date:opening_hours:drive_through,internet_access,recycling_type,start_date,height,fuel:octane_95,company,industrial,man_made,product,emergency,type,Building_Sq_Ft,one_mile_buffer,cluster_id,latitude,longitude
,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10321.307768793222,"POLYGON ((-97.05523049060567 32.734612094932714, -97.05533631352851 32.73319063254819, -97.05560646492512 32.731784781188615, -97.05603833557494 32.730408078918224, -97.05662775944657 32.72907378248374, -97.0573690540832 32.72779473970789, -97.0582550755576 32.72658326584177, -97.05927728745847 32.725451025063336, -97.06042584323653 32.72440891825931, -97.06168968111241 32.72346697816717, -97.063056630629 32.72263427288198, -97.06451352982134 32.72191881865258, -97.06604635187716 32.72132750280217, -97.06764034007207 32.72086601751059, -97.06928014968537 32.72053880509232, -97.0709499955378 32.720349015292975, -97.07263380373936 32.720298475012626, -97.07431536619622 32.720387670745644, -97.07597849640013 32.72061574390461, -97.07760718501154 32.72098049907283, -97.07918575374975 32.7214784251071, -97.08069900611892 32.722104728888596, -97.08213237352881 32.722853381399176, -97.08347205541162 32.72371717568355, -97.0847051519928 32.72468779614121, -97.08581978844234 32.72575589848731, -97.08680522921424 32.72691119961533, -97.0876519814733 32.72814257650229, -97.08835188661244 32.729438173207974, -97.08889819897497 32.73078551494316, -97.08928565101822 32.73217162811181, -97.08951050428303 32.73358316517558, -97.08957058566934 32.73500653314065, -97.08946530865789 32.736428024431724, -97.08919567926242 32.73783394889463, -97.08876428664324 32.73921076565574, -97.08817527846134 32.74054521356859, -97.08743432119878 32.74182443898917, -97.08654854581768 32.74303611964741, -97.08552647927215 32.74416858341855, -97.08437796252552 32.74521092084629, -97.0831140558572 32.746153090330466, -97.08174693236796 32.746986014960605, -97.08028976070845 32.74770167005851, -97.07875657816167 32.748293160581824, -97.0771621553055 32.74875478763799, -97.0755218535644 32.74908210346469, -97.07385147702982 32.74927195434236, -97.07216711998562 32.74932251102372, -97.07048501161734 32.7492332863841, -97.06882135941227 32.74900514012182, -97.06719219277018 32.748640270462865, -97.06561320834226 32.74814219295023, -97.06409961859903 32.74751570652407, -97.06266600509585 32.746766847221274, -97.06132617785774 32.74590282994426, -97.06009304224516 32.74493197886285, -97.05897847458806 32.74386364712473, -97.05799320778883 32.74270812665175, -97.05714672799697 32.741476548896294, -97.0564471833488 32.74018077751771, -97.05590130564752 32.73883329401793, -97.05551434573205 32.73744707744085, -97.05529002314935 32.73603547929874, -97.05523049060567 32.734612094932714))",0,32.734810500000016,-97.07240049999999
,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25677.45894018496,"POLYGON ((-97.05976487682527 32.73423327639702, -97.05987062670671 32.73281181011914, -97.06014070516018 32.73140594887191, -97.06057250366746 32.73002923081516, -97.06116185689163 32.728694912847786, -97.06190308305588 32.727415843000195, -97.06278903889192 32.72620433678433, -97.06381118861995 32.72507205868974, -97.06495968628884 32.724029909962645, -97.0662234706782 32.723087923744224, -97.06759037184526 32.722255168573746, -97.06904722829005 32.72153966118036, -97.07058001361139 32.72094828939902, -97.07217397143808 32.720486745948136, -97.0738137573414 32.720159473702, -97.07548358637008 32.71996962298209, -97.0771673847959 32.71991902127496, -97.07884894461903 32.72000815566624, -97.08051207935662 32.720236168158955, -97.08214077962563 32.72060086392045, -97.08371936703334 32.721098732379396, -97.08523264490452 32.72172498097113, -97.08666604440384 32.72247358120908, -97.08800576465502 32.72333732664101, -97.08923890551465 32.72430790213703, -97.09035359172702 32.72537596384517, -97.0913390872675 32.72653122905043, -97.09218589877413 32.7277625750758, -97.09288586706991 32.729058146278504, -97.09343224589045 32.7304054681151, -97.09381976705352 32.731791567181446, -97.09404469143463 32.733203096075286, -97.09410484524916 32.73462646188168, -97.09399964128039 32.736047957046544, -97.09373008483863 32.7374538913786, -97.09329876438142 32.73883072390945, -97.09270982687453 32.740165193340985, -97.09196893811898 32.741444445822154, -97.09108322841664 32.7426561588225, -97.0900612240885 32.743788659905846, -97.08891276549808 32.74483103925665, -97.08764891236402 32.74577325487097, -97.08628183727087 32.74660622939406, -97.08482470840248 32.747321937667074, -97.08329156262914 32.747913484135374, -97.08169717017404 32.74837516936751, -97.08005689216836 32.74870254504056, -97.07838653247462 32.748892456858414, -97.07670218521423 32.74894307498656, -97.0750200794784 32.74885391170832, -97.07335642272909 32.74862582613075, -97.07172724440998 32.74826101589517, -97.07014824128498 32.74776299597204, -97.06863462600512 32.747136564746725, -97.06720098037214 32.746387757724335, -97.06586111472107 32.74552378930362, -97.06462793478298 32.74455298318393, -97.06351331731535 32.74348469207985, -97.062527995701 32.74232920752203, -97.06168145661796 32.741097660617, -97.06098184877419 32.739801914727316, -97.06043590458208 32.73845445110947, -97.06004887552136 32.737068248616225, -97.05982448180524 32.735656658624436, -97.05976487682527 32.73423327639702))",0,32.734431054643615,-97.07693482306506
,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21495.465962380025,"POLYGON ((-97.05600799145927 32.734598702858484, -97.05611380191928 32.73317723981087, -97.05638394096538 32.731771386760265, -97.05681579949587 32.730394681787295, -97.05740521159602 32.7290603816647, -97.05814649492234 32.72778133425083, -97.05903250565643 32.72656985484145, -97.0600547074903 32.725437607667885, -97.06120325397151 32.72439549367851, -97.06246708341013 32.72345354567999, -97.06383402543017 32.722620831843514, -97.06529091813873 32.72190536850027, -97.06682373478593 32.72131404306118, -97.06841771869935 32.720852547798415, -97.07005752519945 32.72052532512247, -97.07172736913691 32.720335524877655, -97.07341117664012 32.720284974064604, -97.07509273962198 32.72037415927912, -97.07675587156919 32.720602222034934, -97.07838456312545 32.72096696701559, -97.07996313598176 32.721464883175926, -97.08147639360266 32.7220911774921, -97.08290976734746 32.72283982103726, -97.08424945658746 32.72370360694225, -97.08548256147732 32.72467421968737, -97.08659720710723 32.725742315062014, -97.08758265784279 32.72689761002682, -97.088429420753 32.72812898161812, -97.0891293371283 32.729424573946794, -97.08967566120388 32.730771912265766, -97.09006312532436 32.73215802301195, -97.09028799091429 32.733569558670425, -97.09034808475495 32.73499292626082, -97.0902428202072 32.73641441821165, -97.08997320316467 32.73782034436236, -97.08954182266872 32.739197163823114, -97.0889528262635 32.74053161542149, -97.08821188031757 32.741810845478014, -97.08732611568401 32.743022531678065, -97.08630405921329 32.74415500184346, -97.08515555177162 32.74519734645636, -97.08389165354866 32.74613952384738, -97.08252453756376 32.746972457029926, -97.08106737239518 32.74768812124345, -97.07953419526328 32.74827962135768, -97.07793977669371 32.74874125838779, -97.07629947806961 32.74906858447524, -97.07462910345232 32.74925844580172, -97.07294474710721 32.74930901301916, -97.07126263821307 32.74921979890148, -97.0695989842623 32.74899166304553, -97.06796981467147 32.7486268035771, -97.06639082612024 32.74812873594099, -97.06487723111894 32.74750225898213, -97.06344361127364 32.74675340864633, -97.06210377667053 32.74588939974952, -97.06087063274113 32.74491855638085, -97.05975605589559 32.743850231613706, -97.05877077912491 32.74269471730283, -97.05792428867476 32.741463144841255, -97.05722473278415 32.74016737783743, -97.0566788433647 32.738819897751114, -97.05629187136822 32.73743368359341, -97.05606753645809 32.736022086853325, -97.05600799145927 32.734598702858484))",0,32.73479700000003,-97.07317799999997
,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83889.57616373096,"POLYGON ((-97.0957370000969 32.74781734840217, -97.09584219019463 32.746395852868346, -97.09611174033861 32.744989914783844, -97.09654304709453 32.74361307305074, -97.09713194985652 32.74227858576145, -97.09787277118056 32.74099930257918, -97.09875837169145 32.739787541072374, -97.0997802190254 32.73865496819089, -97.10092847013765 32.73761248802117, -97.10219206617666 32.73667013689722, -97.10355883900853 32.73583698687303, -97.10501562836488 32.73512105848033, -97.10654840848706 32.73452924360805, -97.10814242305145 32.73406723924084, -97.10978232708152 32.733739492690496, -97.1114523344881 32.733549158844646, -97.11313636982597 32.733498069840564, -97.11481822281577 32.73358671745459, -97.11648170415437 32.73381424837535, -97.11811080112476 32.73417847240558, -97.11968983151858 32.73467588351463, -97.12120359439979 32.735301693540244, -97.12263751626789 32.7360498782174, -97.12397779122185 32.73691323509439, -97.12521151378205 32.737883452781915, -97.12632680309626 32.73895119087312, -97.12731291733674 32.740106169769106, -97.12816035718748 32.74133726955025, -97.12886095742371 32.74263263694572, -97.12940796569764 32.74397979937582, -97.12979610776644 32.745365784972925, -97.13002163852629 32.74677724742926, -97.13008237835183 32.74820059447176, -97.12997773438077 32.749622118729185, -97.12970870652721 32.751028129732525, -97.12927787815416 32.75240508577733, -97.12868939148348 32.753739724378356, -97.12794890796904 32.755019190057546, -97.12706355400425 32.75623115823317, -97.1260418524782 32.75736395401324, -97.12489364083238 32.75840666474547, -97.12362997640163 32.7593492452354, -97.12226302994812 32.76018261461467, -97.12080596841241 32.76089874392186, -97.11927282801284 32.76149073354697, -97.1176783789183 32.76195287978977, -97.11603798280409 32.76228072988617, -97.11436744466984 32.762471124969416, -97.11268286035639 32.762522230548875, -97.11100046123991 32.76243355421122, -97.10933645761085 32.76220595037165, -97.10770688225757 32.761841612029706, -97.10612743577245 32.7613440496089, -97.10461333508164 32.76071805708638, -97.10317916666749 32.7599696657404, -97.10183874590565 32.759106085964824, -97.10060498387904 32.75813563771478, -97.09948976295661 32.757067670257605, -97.09850382233778 32.75591247200655, -97.09765665466641 32.75468117131093, -97.09695641470756 32.75338562916261, -97.09640984096377 32.75203832485695, -97.09602219097911 32.75065223571376, -97.0957971909469 32.749240712020026, -97.0957370000969 32.74781734840217))",17,32.748010157057294,-97.11290965014734
,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14010.243628093725,"POLYGON ((-97.08216603523688 32.72135507026207, -97.0822714112171 32.71993358383139, -97.0825410958839 32.718527672834924, -97.08297248451248 32.71715087591268, -97.08356141571363 32.71581645072405, -97.08430221177439 32.71453724633262, -97.08518773356731 32.713325579546385, -97.08620944949068 32.71219311640135, -97.08735751776851 32.71115075992553, -97.08862088131244 32.7102085452603, -97.08998737422907 32.709375543144105, -97.09144383894616 32.70865977268323, -97.09297625283102 32.70806812424487, -97.09456986308551 32.70760629321025, -97.09620932862437 32.70727872522176, -97.09787886757803 32.70708857344752, -97.09956240900873 32.70703766827175, -97.10124374738912 32.70712649970125, -97.10290669836714 32.7073542126554, -97.1045352543283 32.70771861518508, -97.10611373826933 32.70821619954211, -97.10762695451191 32.70884217589726, -97.1090603348155 32.70959051838537, -97.11040007849067 32.710454023036505, -97.11163328517107 32.71142437703984, -97.11274807897028 32.71249223867716, -97.11373372283123 32.71364732716105, -97.11458072196746 32.71487852151754, -97.11528091539903 32.71617396756584, -97.11582755469749 32.71752119196919, -97.1162153691759 32.71890722226339, -97.11644061688862 32.72031871171, -97.1165011209402 32.72174206777564, -97.11639629074354 32.72316358300138, -97.11612712801112 32.724569567004124, -97.11569621741002 32.725946478338265, -97.11510770195918 32.72728105494763, -97.1143672433945 32.72856044194966, -97.11348196787364 32.729772315518694, -97.11246039753419 32.7309050016722, -97.11131236855748 32.73194758881205, -97.11004893652151 32.732890032932595, -97.10868226995177 32.73372325447756, -97.10722553309394 32.73443922590809, -97.10569275903889 32.735031049133894, -97.10409871442593 32.73549302205675, -97.10245875703245 32.73582069358156, -97.1007886876297 32.736010906561404, -97.09910459754036 32.7360618282599, -97.09742271337636 32.73597296803536, -97.09575924046396 32.735745182074965, -97.09413020647528 32.735380665133334, -97.09255130678395 32.73488292935557, -97.09103775304528 32.73425677038983, -97.08960412646965 32.733508221118925, -97.08826423721058 32.73264449345934, -97.0870309912291 32.73167390879196, -97.08591626592197 32.73060581769932, -97.08493079571414 32.72945050978668, -97.08408406871867 32.7282191144605, -97.08338423545726 32.726923493624774, -97.0828380305173 32.72557612733319, -97.08245070789349 32.724189993502655, -97.08222599062982 32.722778442850434, -97.08216603523688 32.72135507026207))",18,32.72154975490518,-97.09933354055855
,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25681.11853470003,"POLYGON ((-97.08161184188474 32.721606249023935, -97.08171722703385 32.72018476308443, -97.08198692123673 32.71877885331153, -97.0824183196768 32.71740205833332, -97.08300726087036 32.71606763579051, -97.08374806700817 32.71478843472116, -97.08463359886584 32.713576771901245, -97.08565532474476 32.7124443133286, -97.08680340277313 32.71140196198721, -97.08806677576875 32.71045975296899, -97.08943327774733 32.70962675695806, -97.09088975104943 32.70891099300189, -97.09242217295976 32.70831935140507, -97.094015790603 32.707857527482965, -97.09565526282279 32.70752996680955, -97.09732480768534 32.707339822482446, -97.09900835419602 32.70728892481425, -97.10068969677863 32.70737776373952, -97.10235265104065 32.707605484105414, -97.103981209336 32.70796989389151, -97.1055596946389 32.708467485279755, -97.10707291125794 32.70909346837324, -97.10850629094887 32.70984181724187, -97.10984603302813 32.7107053278543, -97.11107923714465 32.71167568734233, -97.11219402743667 32.71274355393483, -97.11317966688074 32.713898646796714, -97.1140266607329 32.715129844911814, -97.11472684806398 32.71642529406307, -97.11527348050419 32.71777252088387, -97.11566128743253 32.71915855288664, -97.11588652697604 32.72057004331649, -97.11594702231783 32.72199339963051, -97.11584218295467 32.723414914367346, -97.11557301068726 32.72482089714857, -97.1151420902745 32.72619780654034, -97.11455356482983 32.727532380505146, -97.11381309618542 32.72881176418586, -97.112927810596 32.730023633788804, -97.11190623029626 32.73115631536968, -97.11075819156342 32.732198897374346, -97.1094947500696 32.733141335846646, -97.10812807443143 32.73397455128472, -97.10667132898202 32.73469051620853, -97.10513854689508 32.73528233259053, -97.10354449488734 32.73574429839835, -97.10190453080754 32.73607196260551, -97.10023445549139 32.736262168135596, -97.09855036031853 32.736313082324024, -97.09686847194993 32.73622421460142, -97.09520499575243 32.73599642122722, -97.09357595942973 32.73563189702753, -97.09199705837794 32.735134154217306, -97.0904835042655 32.734507988512476, -97.08904987830635 32.733759432860786, -97.08770999064795 32.732895699240125, -97.08647674723592 32.731925109088834, -97.08536202544212 32.73085701304224, -97.08437655965766 32.72970170075324, -97.08352983795284 32.72847030167048, -97.08283001079836 32.72717467773405, -97.08228381272266 32.72582730902754, -97.08189649765428 32.72444117349103, -97.08167178856438 32.72302962185818, -97.08161184188474 32.721606249023935))",18,32.72180100980887,-97.09877939470172
,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15534.389909565693,"POLYGON ((-97.08093347566968 32.72142379347841, -97.08103887146066 32.72000230809876, -97.08130857584854 32.71859639978279, -97.08173998391867 32.71721960714466, -97.0823289340947 32.715885187802435, -97.08306974848101 32.714605990763296, -97.08395528777382 32.713394332764395, -97.08497702020307 32.712261879757115, -97.08612510383396 32.7112195346718, -97.08738848143045 32.71027733254015, -97.08875498696402 32.70944434397989, -97.09021146274108 32.70872858796678, -97.0917438860226 32.70813695472894, -97.0933375039201 32.70767513950121, -97.0949769752748 32.707347587773924, -97.09664651816128 32.70715745255853, -97.0983300616039 32.70710656407994, -97.10001140005602 32.707195412184205, -97.10167434916482 32.70742314163021, -97.1033029013338 32.70778756031008, -97.10488137959614 32.70828516032015, -97.10639458832807 32.70891115168052, -97.10782795936126 32.70965950838153, -97.10916769209537 32.71052302631644, -97.11040088626928 32.71149339254647, -97.11151566611682 32.712561265235706, -97.11250129471506 32.71371636349025, -97.1133482774244 32.71494756624203, -97.11404845342291 32.71624301922932, -97.11459507444987 32.71759024904854, -97.1149828699942 32.7189762831832, -97.11520809829248 32.7203877748579, -97.11526858263622 32.72181113151761, -97.11516373262803 32.72323264569769, -97.11489455017126 32.724638627025, -97.11446362012296 32.726015534079615, -97.11387508568946 32.72735010484653, -97.11313460878955 32.72862948449939, -97.11224931575764 32.729841349283284, -97.11122772890009 32.73097402530023, -97.1100796845575 32.73201660104971, -97.10881623845604 32.73295903263574, -97.10744955925686 32.733792240622805, -97.10599281132743 32.734508197602665, -97.10446002786541 32.73510000562423, -97.10286597560085 32.73556196273572, -97.10122601238497 32.73588961799441, -97.09955593904519 32.73607981441009, -97.09787184694213 32.73613071940599, -97.09618996270717 32.73604184250132, -97.09452649166724 32.73581404004398, -97.0928974614764 32.73544950694758, -97.09131856747155 32.73495175551284, -97.08980502125321 32.734325581538755, -97.08837140395916 32.73357701805275, -97.08703152565336 32.73271327710818, -97.08579829219119 32.731742680213976, -97.08468358084863 32.73067457807037, -97.08369812591602 32.72951926038901, -97.08285141535909 32.728287856670455, -97.08215159954106 32.726992228899455, -97.08160541288117 32.72564485719646, -97.08121810919799 32.72425871953042, -97.08099341135299 32.722847166655434, -97.08093347566968 32.72142379347841))",18,32.72161864832214,-97.09810099173329
,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13466.80179348179,"POLYGON ((-97.08102502316729 32.749263003115544, -97.08113045054276 32.74784152018384, -97.08140023805373 32.74643561415012, -97.08183177998036 32.74505882360702, -97.08242091345281 32.743724406153135, -97.08316195880647 32.74244521077848, -97.0840477745102 32.74123355420534, -97.08506982612967 32.74010110237267, -97.08621826865479 32.73905875820093, -97.0874820413928 32.73811655671447, -97.08884897451038 32.737283568526315, -97.09030590619763 32.736567812610055, -97.09183880932726 32.735976179194076, -97.09343292639285 32.73551436351616, -97.0950729114323 32.73518681107173, -97.09674297757752 32.73499667487991, -97.09842704881842 32.73494578517541, -97.10010891453032 32.73503463181613, -97.10177238528749 32.73526235957484, -97.10340144847444 32.735626776359524, -97.10498042220725 32.73612437428396, -97.10649410609427 32.73675036338738, -97.10792792739424 32.7374987176807, -97.10926808117276 32.738362233079044, -97.11050166311509 32.73933259666668, -97.11161679372105 32.74040046663158, -97.11260273268914 32.74155556210465, -97.11344998238913 32.74278676204326, -97.1141503794254 32.744082212211396, -97.11469717340526 32.74542943923158, -97.11508509214812 32.746815470613406, -97.11531039269964 32.74822695960724, -97.11537089765069 32.74965031368355, -97.11526601640053 32.75107182540246, -97.11499675114835 32.75247780441471, -97.11456568754394 32.75385470932316, -97.11397697007544 32.75518927813422, -97.11323626242068 32.75646865604132, -97.11235069313324 32.757680519307506, -97.11132878717777 32.75881319405078, -97.11018038396661 32.75985576878431, -97.10891654268167 32.760798199623395, -97.1075494357905 32.76163140714112, -97.10609223178105 32.76234736393522, -97.10455896824575 32.7629391720576, -97.10296441654125 32.76340112955669, -97.10132393933253 32.763728785486926, -97.09965334240154 32.76391898285227, -97.09796872215611 32.763969889067226, -97.0962863103189 32.7638810136393, -97.09462231730288 32.76365321290203, -97.09299277579372 32.76328868175199, -97.09141338605696 32.76279093247038, -97.08989936447102 32.76216476083452, -97.0884652967548 32.76141619984814, -97.08712499731232 32.76055246153919, -97.08589137605605 32.75958186738979, -97.08477631399704 32.75851376807228, -97.08379054880257 32.757358453269596, -97.0829435714248 32.7561270524532, -97.08224353479419 32.7548314275786, -97.08169717545323 32.75348405873726, -97.0813097488796 32.75209792386962, -97.08108497911384 32.75068637370224, -97.08102502316729 32.749263003115544))",2,32.74945784489293,-97.09819792294293
,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18814.21914130081,"POLYGON ((-97.08169087973201 32.750735657166416, -97.08179629819466 32.749314173813, -97.08206607963638 32.747908266474774, -97.08249761839542 32.74653147375698, -97.08308675163222 32.745197053279234, -97.08382779968419 32.74391785406078, -97.0847136209939 32.742706192861, -97.08573568107288 32.741573735663444, -97.08688413482938 32.74053138544037, -97.08814792146235 32.73958917727451, -97.08951487100461 32.738756181843264, -97.09097182148805 32.73804041819, -97.09250474560443 32.737448776617754, -97.09409888564528 32.7369869524428, -97.0957388954274 32.73665939124246, -97.0974089878446 32.73646924612015, -97.09909308663403 32.73641834739653, -97.10077498090588 32.73650718501639, -97.10243848095975 32.736734903839356, -97.1040675738982 32.737099311859275, -97.10564657755111 32.73759690127436, -97.10716029123896 32.73822288220571, -97.10859414193368 32.73897122874279, -97.109934324418 32.73983473687541, -97.11116793410098 32.74080509375762, -97.1122830912153 32.741872957642, -97.11326905520427 32.74302804771791, -97.1141163281967 32.74425924299455, -97.11481674657263 32.74555468928089, -97.11536355973375 32.74690191323673, -97.11575149531461 32.74828794240114, -97.11597681019852 32.7496994300459, -97.11603732683805 32.751122783654466, -97.11593245451967 32.752544295791495, -97.1156631953563 32.75395027610376, -97.1152321349388 32.75532718318168, -97.11464341772431 32.75666175501084, -97.11390270738798 32.757941136755655, -97.11301713250896 32.75915300464234, -97.11199521810555 32.76028568474446, -97.11084680367128 32.76132826552369, -97.10958294849601 32.76227070303715, -97.10821582518102 32.76310391779375, -97.10675860237241 32.763819882321556, -97.10522531784369 32.764411698598074, -97.10363074315379 32.76487366459318, -97.1019902411892 32.765201329279506, -97.10031961797046 32.76539153557677, -97.09863497015881 32.76544245081332, -97.09695252974264 32.76535358440982, -97.09528850741042 32.765125792612835, -97.09365893613041 32.764761270232796, -97.09207951645517 32.7642635294663, -97.09056546505171 32.7636373660086, -97.08913136792631 32.76288881278462, -97.08779103976643 32.76202508174744, -97.0865573907613 32.76105449430905, -97.08544230218926 32.75998640107707, -97.08445651197304 32.758831091675816, -97.08360951130581 32.75759969552463, -97.08290945334222 32.75630407453403, -97.08236307483013 32.75495670875803, -97.08197563143172 32.75357057610762, -97.08175084734934 32.752159027287924, -97.08169087973201 32.750735657166416))",2,32.75093040689333,-97.09886406582154
Arlington,1020,76011,TX,North Collins Street,retail,,Walgreens,chemist,https://www.walgreens.com/locator/walgreens-1020+n+collins+st-arlington-tx-76011/id=2537,,,,Walgreens,Q1591889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16856.111212822576,"POLYGON ((-97.0807306453009 32.75085383655017, -97.08083607927917 32.74943235402259, -97.08110587628632 32.74802644877953, -97.08153743051074 32.74664965940602, -97.082126578964 32.745315243489436, -97.082867641837 32.744036050004986, -97.08375347742972 32.74282439565681, -97.08477555111625 32.74169194636254, -97.08592401767393 32.740649605018284, -97.08718781617857 32.73970740662121, -97.08855477654879 32.73887442175465, -97.09001173671234 32.73815866936031, -97.09154466926789 32.7375670396328, -97.09313881642586 32.73710522777436, -97.0947788319346 32.73677767924378, -97.09644892863282 32.73658754702249, -97.0981330302165 32.73653666130699, -97.09981492576901 32.73662551191686, -97.10147842557757 32.736853243586594, -97.10310751674707 32.73721766418651, -97.1046865171244 32.737715265793646, -97.1062002260615 32.738341258411694, -97.10763407057594 32.73908961601771, -97.1089742455099 32.73995313449479, -97.1102078463449 32.74092350089752, -97.11132299339883 32.74199137338665, -97.11230894621166 32.74314647106872, -97.1131562070197 32.744377672879665, -97.1138566123202 32.74567312456549, -97.11440341164067 32.74702035273391, -97.1147913327488 32.74840638488341, -97.11501663266722 32.74981787425698, -97.11507713399261 32.75124122832132, -97.11497224615881 32.752662739636655, -97.11470297142824 32.75406871785764, -97.11427189554163 32.75544562159473, -97.11368316310524 32.75678018886565, -97.11294243794082 32.75805956487871, -97.11205684877044 32.75927142591523, -97.11103492075016 32.76040409811478, -97.10988649350477 32.761446670015076, -97.10862262644768 32.76238909775883, -97.10725549229475 32.76322230194898, -97.10579825979654 32.763938255215386, -97.10426496682007 32.76453005964406, -97.10267038500571 32.76499201331905, -97.10102987730872 32.76531966533165, -97.09935924980488 32.765509858723696, -97.09767459919678 32.76556076094789, -97.09599215749975 32.76547188155027, -97.09432813541463 32.76524407690261, -97.09269856590727 32.7648795419391, -97.09111914951308 32.76438178897766, -97.08960510286741 32.76375561383099, -97.08817101193064 32.7630070495366, -97.08683069133046 32.762143308154236, -97.08559705118319 32.761172711195485, -97.08448197268174 32.76010460935972, -97.08349619365167 32.758949292354046, -97.08264920517829 32.75771788967102, -97.08194916029869 32.75642226328404, -97.0814027956346 32.755074893299046, -97.08101536671474 32.75368875766753, -97.0807905976019 32.752277207123235, -97.0807306453009 32.75085383655017))",2,32.75104871864258,-97.0979038522099
